image_path,imdb_score,score_range,poster_title,ocr_title
poster_images/poster_images/Saptha_Kandam.jpg,0.0,0–1,Saptha Kandam,
poster_images/poster_images/清宫性史4之神医妙药.jpg,0.0,0–1,清宫性史4之神医妙药,清宫性史4之神医妙药
poster_images/poster_images/Lugosi_The_Forgotten_King_of_Horror.jpg,0.0,0–1,Lugosi The Forgotten King of Horror,
poster_images/poster_images/Dune_Part_Three.jpg,0.0,0–1,Dune Part Three,
poster_images/poster_images/Gabbys_Dollhouse_The_Movie.jpg,0.0,0–1,Gabbys Dollhouse The Movie,
poster_images/poster_images/Sorority.jpg,0.0,0–1,Sorority,
poster_images/poster_images/Thug_Life.jpg,0.0,0–1,Thug Life,
poster_images/poster_images/New_Town_Mothers.jpg,0.0,0–1,New Town Mothers,
poster_images/poster_images/Secrets_of_the_Unknown_Pearl_Harbor.jpg,0.0,0–1,Secrets of the Unknown Pearl Harbor,Secrets of the Unknown Pearl Harbor
poster_images/poster_images/Dangerous_Animals.jpg,0.0,0–1,Dangerous Animals,Dangerous Animals
poster_images/poster_images/Adult_Children_Games.jpg,0.0,0–1,Adult Children Games,Adult Children Games
poster_images/poster_images/Highest_2_Lowest.jpg,0.0,0–1,Highest 2 Lowest,
poster_images/poster_images/Extraction_3.jpg,0.0,0–1,Extraction 3,
poster_images/poster_images/Freakier_Friday.jpg,0.0,0–1,Freakier Friday,Freakier Friday
poster_images/poster_images/Free_Sex.jpg,0.0,0–1,Free Sex,Free Sex
poster_images/poster_images/Lee_Soo_Man_The_King_of_K-Pop.jpg,0.0,0–1,Lee Soo Man The King of K-Pop,
poster_images/poster_images/Father-in-law_king_of_energy.jpg,0.0,0–1,Father-in-law king of energy,Father-in-law king of energy
poster_images/poster_images/I_Know_What_You_Did_Last_Summer.jpg,0.0,0–1,I Know What You Did Last Summer,I Know What You Did Last Summer
poster_images/poster_images/BXL.jpg,0.0,0–1,BXL,BXL
poster_images/poster_images/Taandob.jpg,0.0,0–1,Taandob,
poster_images/poster_images/Sanky_Panky_4_The_Safari.jpg,0.0,0–1,Sanky Panky 4 The Safari,
poster_images/poster_images/Bhool_Chuk_Maaf.jpg,0.0,0–1,Bhool Chuk Maaf,Bhool Chuk Maaf
poster_images/poster_images/Moana.jpg,0.0,0–1,Moana,Moana
poster_images/poster_images/GJLS_Ibuku_Ibu-Ibu.jpg,0.0,0–1,GJLS Ibuku Ibu-Ibu,
poster_images/poster_images/Boot_Camp.jpg,0.0,0–1,Boot Camp,
poster_images/poster_images/Z-O-M-B-I-E-S_4_Dawn_of_the_Vampires.jpg,0.0,0–1,Z-O-M-B-I-E-S 4 Dawn of the Vampires,
poster_images/poster_images/裏垢男子とAV男優どっちがエロい？素顔の美谷朱音を２人きりの空間でイカせまくる本気の生々ハメ撮り中出し.jpg,0.0,0–1,裏垢男子とAV男優どっちがエロい？素顔の美谷朱音を２人きりの空間でイカせまくる本気の生々ハメ撮り中出し,裏垢男子とAV男優どっちがエロい？素顔の美谷朱音を２人きりの空間でイカせまくる本気の生々ハメ撮り中出し
poster_images/poster_images/Sabik.jpg,0.0,0–1,Sabik,
poster_images/poster_images/The_Tomorrow_War_2.jpg,0.0,0–1,The Tomorrow War 2,The Tomorrow War 2
poster_images/poster_images/How_to_Train_Your_Dragon_2.jpg,0.0,0–1,How to Train Your Dragon 2,How to Train Your Dragon 2
poster_images/poster_images/Toy_Story_5.jpg,0.0,0–1,Toy Story 5,
poster_images/poster_images/MarIA.jpg,0.0,0–1,MarIA,MarIA
poster_images/poster_images/King.jpg,0.0,0–1,King,King
poster_images/poster_images/A_Gilded_Game.jpg,0.0,0–1,A Gilded Game,
poster_images/poster_images/The_Odyssey.jpg,0.0,0–1,The Odyssey,The Odyssey
poster_images/poster_images/Together.jpg,0.0,0–1,Together,Together
poster_images/poster_images/Angel_of_Beggars.jpg,0.0,0–1,Angel of Beggars,Angel of Beggars
poster_images/poster_images/applechedikal.jpg,0.0,0–1,applechedikal,
poster_images/poster_images/Housefull_5.jpg,0.0,0–1,Housefull 5,Housefull 5
poster_images/poster_images/To_Live_Through_Death.jpg,0.0,0–1,To Live Through Death,To Live Through Death
poster_images/poster_images/The_Life_of_Chuck.jpg,0.0,0–1,The Life of Chuck,The Life of Chuck
poster_images/poster_images/Phule.jpg,0.0,0–1,Phule,Phule
poster_images/poster_images/Super_Mario_World.jpg,0.0,0–1,Super Mario World,Super Mario World
poster_images/poster_images/Chainsaw_Man_-_The_Movie_Reze_Arc.jpg,0.0,0–1,Chainsaw Man - The Movie Reze Arc,Chainsaw Man - The Movie Reze Arc
poster_images/poster_images/One_Battle_After_Another.jpg,0.0,0–1,One Battle After Another,One Battle After Another
poster_images/poster_images/Jokōsei_torio_seikan_shiken.jpg,0.0,0–1,Jokōsei torio seikan shiken,Jokōsei torio seikan shiken
poster_images/poster_images/Jay_Kelly.jpg,0.0,0–1,Jay Kelly,Jay Kelly
poster_images/poster_images/Godzilla_x_Kong_Supernova.jpg,0.0,0–1,Godzilla x Kong Supernova,
poster_images/poster_images/The_Crew.jpg,0.0,0–1,The Crew,
poster_images/poster_images/Whales_in_a_Changing_Ocean.jpg,0.0,0–1,Whales in a Changing Ocean,
poster_images/poster_images/Omniscient_Reader_The_Prophet.jpg,0.0,0–1,Omniscient Reader The Prophet,Omniscient Reader The Prophet
poster_images/poster_images/Touken_Ranbu_Kai_Douden_Chikashi_Haberau_Monora.jpg,0.0,0–1,Touken Ranbu Kai Douden Chikashi Haberau Monora,
poster_images/poster_images/Karol_G_Live_at_Rock_in_Rio_2024.jpg,0.0,0–1,Karol G Live at Rock in Rio 2024,Karol G Live at Rock in Rio 2024
poster_images/poster_images/Obsesyon.jpg,0.0,0–1,Obsesyon,Obsesyon
poster_images/poster_images/Spider-Man_Beyond_the_Spider-Verse.jpg,0.0,0–1,Spider-Man Beyond the Spider-Verse,
poster_images/poster_images/GATAO_Big_Brothers.jpg,0.0,0–1,GATAO Big Brothers,GATAO Big Brothers
poster_images/poster_images/The_Darkest_Sorrows.jpg,0.0,0–1,The Darkest Sorrows,The Darkest Sorrows
poster_images/poster_images/FYP.jpg,0.0,0–1,FYP,FYP
poster_images/poster_images/The_Unholy_Trinity.jpg,0.0,0–1,The Unholy Trinity,
poster_images/poster_images/Riddick_Furya.jpg,0.0,0–1,Riddick Furya,
poster_images/poster_images/An_Affair_A_Dangerous_Sexual_Play.jpg,0.0,0–1,An Affair A Dangerous Sexual Play,An Affair A Dangerous Sexual Play
poster_images/poster_images/Heads_of_State.jpg,0.0,0–1,Heads of State,Heads of State
poster_images/poster_images/Salaar_Part_2_-_Shouryaanga_Parvam.jpg,0.0,0–1,Salaar Part 2 - Shouryaanga Parvam,Salaar Part 2 - Shouryaanga Parvam
poster_images/poster_images/Echo_Valley.jpg,0.0,0–1,Echo Valley,Echo Valley
poster_images/poster_images/Welcome_Now_Get_Lost.jpg,0.0,0–1,Welcome Now Get Lost,Welcome Now Get Lost
poster_images/poster_images/Pepaya_Gantung.jpg,0.0,0–1,Pepaya Gantung,Pepaya Gantung
poster_images/poster_images/Science_Friction.jpg,0.0,0–1,Science Friction,Science Friction
poster_images/poster_images/28_Years_Later_Part_2_The_Bone_Temple.jpg,0.0,0–1,28 Years Later Part 2 The Bone Temple,28 Years Later Part 2 The Bone Temple
poster_images/poster_images/Hippi.jpg,0.0,0–1,Hippi,
poster_images/poster_images/Dispatched.jpg,0.0,0–1,Dispatched,
poster_images/poster_images/Bambi_The_Reckoning.jpg,0.0,0–1,Bambi The Reckoning,
poster_images/poster_images/MOM.jpg,0.0,0–1,MOM,MOM
poster_images/poster_images/Mortal_Kombat_II.jpg,0.0,0–1,Mortal Kombat II,Mortal Kombat II
poster_images/poster_images/Kung_Fury_2.jpg,0.0,0–1,Kung Fury 2,
poster_images/poster_images/Ejen_Ali_The_Movie_2.jpg,0.0,0–1,Ejen Ali The Movie 2,
poster_images/poster_images/The_Legend_of_Aang_The_Last_Airbender.jpg,0.0,0–1,The Legend of Aang The Last Airbender,
poster_images/poster_images/Sons_of_the_Neon_Night.jpg,0.0,0–1,Sons of the Neon Night,Sons of the Neon Night
poster_images/poster_images/I_Am_Legend_2.jpg,0.0,0–1,I Am Legend 2,
poster_images/poster_images/Reflect.jpg,0.0,0–1,Reflect,
poster_images/poster_images/Ouija_A_New_Beginning.jpg,0.0,0–1,Ouija A New Beginning,Ouija A New Beginning
poster_images/poster_images/Angels_Come_Together.jpg,0.0,0–1,Angels Come Together,Angels Come Together
poster_images/poster_images/Avatar_4.jpg,0.0,0–1,Avatar 4,Avatar 4
poster_images/poster_images/Bonsai.jpg,0.0,0–1,Bonsai,
poster_images/poster_images/Noraebang_Hot_Women_2.jpg,0.0,0–1,Noraebang Hot Women 2,
poster_images/poster_images/Taboo.jpg,0.0,0–1,Taboo,
poster_images/poster_images/Un_funeral_de_locos.jpg,0.5,0–1,Un funeral de locos,
poster_images/poster_images/Tenant.jpg,0.0,0–1,Tenant,Tenant
poster_images/poster_images/Coda_77.jpg,0.0,0–1,Coda 77,Coda 77
poster_images/poster_images/Guns_Up.jpg,0.0,0–1,Guns Up,Guns Up
poster_images/poster_images/Los_Rechazados.jpg,0.0,0–1,Los Rechazados,Los Rechazados
poster_images/poster_images/By_Deception.jpg,0.0,0–1,By Deception,
poster_images/poster_images/Suzume_Lovely_Tropical_Bird.jpg,0.0,0–1,Suzume Lovely Tropical Bird,Suzume Lovely Tropical Bird
poster_images/poster_images/The_Resurrection_of_the_Christ.jpg,0.0,0–1,The Resurrection of the Christ,The Resurrection of the Christ
poster_images/poster_images/Polar.jpg,0.0,0–1,Polar,
poster_images/poster_images/The_Deal.jpg,0.0,0–1,The Deal,
poster_images/poster_images/Its_a_Date.jpg,0.0,0–1,Its a Date,
poster_images/poster_images/KGF_Chapter_3.jpg,0.0,0–1,KGF Chapter 3,KGF Chapter 3
poster_images/poster_images/Kickflip.jpg,0.0,0–1,Kickflip,Kickflip
poster_images/poster_images/The_City.jpg,0.0,0–1,The City,
poster_images/poster_images/Courageous_Warriors_Beauty_from_the_Ashes.jpg,0.0,0–1,Courageous Warriors Beauty from the Ashes,
poster_images/poster_images/City_of_Ashes.jpg,0.0,0–1,City of Ashes,
poster_images/poster_images/Russian_Whispers.jpg,0.0,0–1,Russian Whispers,Russian Whispers
poster_images/poster_images/My_Name_is_Nobody.jpg,0.0,0–1,My Name is Nobody,
poster_images/poster_images/Misery_Mountain.jpg,0.0,0–1,Misery Mountain,Misery Mountain
poster_images/poster_images/SCRUM.jpg,0.0,0–1,SCRUM,SCRUM
poster_images/poster_images/The_Quest_of_the_Sex_A_Holly_Hole.jpg,0.0,0–1,The Quest of the Sex A Holly Hole,The Quest of the Sex A Holly Hole
poster_images/poster_images/Sirât.jpg,0.0,0–1,Sirât,Sirât
poster_images/poster_images/The_Wandering_Earth_III.jpg,0.0,0–1,The Wandering Earth III,The Wandering Earth III
poster_images/poster_images/Devils_Double_Next_Level.jpg,0.0,0–1,Devils Double Next Level,Devils Double Next Level
poster_images/poster_images/Life_After_Death_Quantum_Realms.jpg,0.0,0–1,Life After Death Quantum Realms,Life After Death Quantum Realms
poster_images/poster_images/Exchange_Wife_2.jpg,0.0,0–1,Exchange Wife 2,Exchange Wife 2
poster_images/poster_images/Deep_Inside_Angeli_Khang.jpg,0.0,0–1,Deep Inside Angeli Khang,
poster_images/poster_images/Mountainhead.jpg,0.0,0–1,Mountainhead,Mountainhead
poster_images/poster_images/Life_Aint_Like_the_Movies.jpg,0.0,0–1,Life Aint Like the Movies,
poster_images/poster_images/Supercool.jpg,0.0,0–1,Supercool,Supercool
poster_images/poster_images/Elon_Musk_Aiming_for_the_Stars.jpg,0.0,0–1,Elon Musk Aiming for the Stars,Elon Musk Aiming for the Stars
poster_images/poster_images/Deacon.jpg,0.0,0–1,Deacon,
poster_images/poster_images/Color-Blinded.jpg,0.0,0–1,Color-Blinded,Color-Blinded
poster_images/poster_images/Gini_Mal_Pokuru.jpg,0.0,0–1,Gini Mal Pokuru,
poster_images/poster_images/The_Job.jpg,0.0,0–1,The Job,The Job
poster_images/poster_images/Ground_Zero.jpg,0.0,0–1,Ground Zero,Ground Zero
poster_images/poster_images/Fists_of_Love.jpg,0.0,0–1,Fists of Love,
poster_images/poster_images/sfumato.jpg,0.0,0–1,sfumato,
poster_images/poster_images/Along_Newfoundlands_Shores.jpg,0.0,0–1,Along Newfoundlands Shores,
poster_images/poster_images/Dog_Man.jpg,0.0,0–1,Dog Man,Dog Man
poster_images/poster_images/Wanda_and_Sully.jpg,0.0,0–1,Wanda and Sully,Wanda and Sully
poster_images/poster_images/28_Years_Later_Part_3.jpg,0.0,0–1,28 Years Later Part 3,
poster_images/poster_images/Bill_Tilghman_and_the_Outlaws.jpg,0.0,0–1,Bill Tilghman and the Outlaws,
poster_images/poster_images/The_SpongeBob_Movie_Search_for_SquarePants.jpg,0.0,0–1,The SpongeBob Movie Search for SquarePants,
poster_images/poster_images/Hādo_reipu.jpg,0.0,0–1,Hādo reipu,Hādo reipu
poster_images/poster_images/Broken.jpg,0.0,0–1,Broken,
poster_images/poster_images/Yoon-Yools_Men_Affairs.jpg,0.0,0–1,Yoon-Yools Men Affairs,
poster_images/poster_images/Treasure_Trouble.jpg,0.0,0–1,Treasure Trouble,Treasure Trouble
poster_images/poster_images/Brick_City.jpg,0.0,0–1,Brick City,Brick City
poster_images/poster_images/Lonesome_Boy.jpg,0.0,0–1,Lonesome Boy,
poster_images/poster_images/The_Worst_Thing.jpg,0.0,0–1,The Worst Thing,The Worst Thing
poster_images/poster_images/Santiago_Files.jpg,0.0,0–1,Santiago Files,Santiago Files
poster_images/poster_images/Ayam_Kampus.jpg,0.0,0–1,Ayam Kampus,Ayam Kampus
poster_images/poster_images/Human_Snake_War.jpg,0.0,0–1,Human Snake War,
poster_images/poster_images/Jim_Henson’s_Emmet_Otter’s_Jug-Band_Christmas.jpg,0.0,0–1,Jim Henson’s Emmet Otter’s Jug-Band Christmas,Jim Henson’s Emmet Otter’s Jug-Band Christmas
poster_images/poster_images/Rachel_Bradley_Alpha_Chick.jpg,0.0,0–1,Rachel Bradley Alpha Chick,Rachel Bradley Alpha Chick
poster_images/poster_images/Elusive.jpg,0.0,0–1,Elusive,Elusive
poster_images/poster_images/Lucia_Bud.jpg,0.0,0–1,Lucia Bud,Lucia Bud
poster_images/poster_images/Boy_in_the_Corner.jpg,0.0,0–1,Boy in the Corner,Boy in the Corner
poster_images/poster_images/Unequally_Yoked.jpg,0.0,0–1,Unequally Yoked,Unequally Yoked
poster_images/poster_images/Concealment.jpg,0.0,0–1,Concealment,Concealment
poster_images/poster_images/Nostradamus_-_Veszedelmes_jóslatok.jpg,0.0,0–1,Nostradamus - Veszedelmes jóslatok,
poster_images/poster_images/Opal.jpg,0.0,0–1,Opal,Opal
poster_images/poster_images/Cause_of_My_Death.jpg,0.0,0–1,Cause of My Death,
poster_images/poster_images/Wave_of_Cinema_Nanti_Kita_Cerita_Tentang_Hari_Ini.jpg,0.0,0–1,Wave of Cinema Nanti Kita Cerita Tentang Hari Ini,Wave of Cinema Nanti Kita Cerita Tentang Hari Ini
poster_images/poster_images/My_House.jpg,0.0,0–1,My House,My House
poster_images/poster_images/Lake_on_Fire.jpg,0.0,0–1,Lake on Fire,
poster_images/poster_images/Mariah_Carey_Darling_Diva.jpg,0.0,0–1,Mariah Carey Darling Diva,
poster_images/poster_images/Kontakti.jpg,0.0,0–1,Kontakti,
poster_images/poster_images/Encargo.jpg,0.0,0–1,Encargo,Encargo
poster_images/poster_images/Unlicensed.jpg,0.0,0–1,Unlicensed,Unlicensed
poster_images/poster_images/Sisters.jpg,0.0,0–1,Sisters,Sisters
poster_images/poster_images/C4_Cinta.jpg,0.0,0–1,C4 Cinta,C4 Cinta
poster_images/poster_images/Enigma.jpg,0.0,0–1,Enigma,Enigma
poster_images/poster_images/Iniquity.jpg,0.0,0–1,Iniquity,
poster_images/poster_images/Mugamoodi.jpg,0.0,0–1,Mugamoodi,
poster_images/poster_images/Body_Farm.jpg,0.0,0–1,Body Farm,Body Farm
poster_images/poster_images/The_Ruse.jpg,0.0,0–1,The Ruse,The Ruse
poster_images/poster_images/Tiger_Woods_Icon.jpg,0.0,0–1,Tiger Woods Icon,
poster_images/poster_images/The_Angry_Birds_Movie_3.jpg,0.0,0–1,The Angry Birds Movie 3,
poster_images/poster_images/Return_to_Silent_Hill.jpg,0.0,0–1,Return to Silent Hill,Return to Silent Hill
poster_images/poster_images/Tito.jpg,0.0,0–1,Tito,Tito
poster_images/poster_images/Ip_Man_5.jpg,0.0,0–1,Ip Man 5,Ip Man 5
poster_images/poster_images/Alejandro.jpg,0.0,0–1,Alejandro,Alejandro
poster_images/poster_images/Ed_Sheeran_Man_+_Guitar.jpg,0.0,0–1,Ed Sheeran Man + Guitar,
poster_images/poster_images/TM.jpg,0.0,0–1,TM,
poster_images/poster_images/Hot_Milk.jpg,0.0,0–1,Hot Milk,Hot Milk
poster_images/poster_images/One_Direction_The_Inside_Story.jpg,0.0,0–1,One Direction The Inside Story,One Direction The Inside Story
poster_images/poster_images/Right_Before_Your_Eyes.jpg,0.0,0–1,Right Before Your Eyes,
poster_images/poster_images/Wild_Justice.jpg,0.0,0–1,Wild Justice,Wild Justice
poster_images/poster_images/Anunnaki.jpg,0.0,0–1,Anunnaki,
poster_images/poster_images/The_Revenger.jpg,0.0,0–1,The Revenger,
poster_images/poster_images/The_Roses.jpg,0.0,0–1,The Roses,The Roses
poster_images/poster_images/The_Age_of_Love.jpg,0.0,0–1,The Age of Love,The Age of Love
poster_images/poster_images/Pillion.jpg,0.0,0–1,Pillion,Pillion
poster_images/poster_images/Madre_Teresa.jpg,0.0,0–1,Madre Teresa,Madre Teresa
poster_images/poster_images/3_Wishes.jpg,0.0,0–1,3 Wishes,
poster_images/poster_images/Prime_Suspects.jpg,0.0,0–1,Prime Suspects,Prime Suspects
poster_images/poster_images/Compatibility.jpg,0.0,0–1,Compatibility,
poster_images/poster_images/Ember_Days.jpg,0.0,0–1,Ember Days,Ember Days
poster_images/poster_images/Fire_Keeper.jpg,0.0,0–1,Fire Keeper,Fire Keeper
poster_images/poster_images/Eja_Okay.jpg,0.0,0–1,Eja Okay,Eja Okay
poster_images/poster_images/Beyonce_Queen_B.jpg,0.0,0–1,Beyonce Queen B,Beyonce Queen B
poster_images/poster_images/After_30.jpg,0.0,0–1,After 30,
poster_images/poster_images/Greece_The_Road_Taken.jpg,0.0,0–1,Greece The Road Taken,Greece The Road Taken
poster_images/poster_images/Torchlighters_The_John_Wesley_Story.jpg,0.0,0–1,Torchlighters The John Wesley Story,
poster_images/poster_images/Prodigal.jpg,0.0,0–1,Prodigal,Prodigal
poster_images/poster_images/Little_Mirage.jpg,0.0,0–1,Little Mirage,Little Mirage
poster_images/poster_images/Magkaribal.jpg,0.0,0–1,Magkaribal,Magkaribal
poster_images/poster_images/Matteo_Lane_The_Al_Dente_Special.jpg,0.0,0–1,Matteo Lane The Al Dente Special,Matteo Lane The Al Dente Special
poster_images/poster_images/Strive.jpg,0.0,0–1,Strive,Strive
poster_images/poster_images/Chatter.jpg,0.0,0–1,Chatter,Chatter
poster_images/poster_images/North_Wind_Broken_Time.jpg,0.0,0–1,North Wind Broken Time,North Wind Broken Time
poster_images/poster_images/Resisterhood.jpg,0.0,0–1,Resisterhood,Resisterhood
poster_images/poster_images/Something_Horizontal.jpg,0.0,0–1,Something Horizontal,Something Horizontal
poster_images/poster_images/Alien_Invasion_Rise_of_the_Phoenix.jpg,0.0,0–1,Alien Invasion Rise of the Phoenix,
poster_images/poster_images/Athens_County_Massacre.jpg,0.0,0–1,Athens County Massacre,Athens County Massacre
poster_images/poster_images/Undressing_Housekeeper.jpg,0.0,0–1,Undressing Housekeeper,
poster_images/poster_images/Without_Your_Love.jpg,0.0,0–1,Without Your Love,
poster_images/poster_images/David_Bowie_-_The_Calm_Before_The_Storm_Under_Review_1969_-_1971.jpg,0.0,0–1,David Bowie - The Calm Before The Storm Under Review 1969 - 1971,
poster_images/poster_images/Jameson.jpg,0.0,0–1,Jameson,Jameson
poster_images/poster_images/Remittance.jpg,0.0,0–1,Remittance,
poster_images/poster_images/Golden_Treasure.jpg,0.0,0–1,Golden Treasure,Golden Treasure
poster_images/poster_images/Sweet_Salty.jpg,0.0,0–1,Sweet Salty,
