image_path,imdb_score,file_exists,title,DetectedLanguage
poster_images/Unstrung_Heroes_1995_.jpg,6.7,True,Unstrung Heroes,de
poster_images/Unzipped_1995_.jpg,6.4,True,Unzipped,it
poster_images/A_Walk_in_the_Clouds_1995_.jpg,6.6,True,A Walk in the Clouds,en
poster_images/Waterworld_1995_.jpg,6.1,True,Waterworld,af
poster_images/White_Man_s_Burden_1995_.jpg,5.2,True,White Man s Burden,de
poster_images/Wild_Bill_1995_.jpg,5.9,True,Wild Bill,de
poster_images/The_Browning_Version_1994_.jpg,7.3,True,The Browning Version,en
poster_images/Bushwhacked_1995_.jpg,5.5,True,Bushwhacked,en
poster_images/Burnt_by_the_Sun_1994_.jpg,8.0,True,Burnt by the Sun,en
poster_images/Before_the_Rain_1994_.jpg,8.1,True,Before the Rain,en
poster_images/Before_Sunrise_1995_.jpg,8.1,True,Before Sunrise,no
poster_images/Billy_Madison_1995_.jpg,6.4,True,Billy Madison,en
poster_images/The_Babysitter_1995_.jpg,4.2,True,The Babysitter,en
poster_images/Boys_on_the_Side_1995_.jpg,6.4,True,Boys on the Side,en
poster_images/The_Cure_1995_.jpg,7.7,True,The Cure,en
poster_images/Castle_Freak_1995_.jpg,5.9,True,Castle Freak,en
poster_images/Circle_of_Friends_1995_.jpg,6.6,True,Circle of Friends,en
poster_images/Clerks_1994_.jpg,7.8,True,Clerks,sv
poster_images/Don_Juan_DeMarco_1994_.jpg,6.7,True,Don Juan DeMarco,en
poster_images/Dolores_Claiborne_1995_.jpg,7.4,True,Dolores Claiborne,en
poster_images/Dumb_Dumber_1994_.jpg,7.3,True,Dumb Dumber,af
poster_images/Exotica_1994_.jpg,7.2,True,Exotica,ca
poster_images/French_Kiss_1995_.jpg,6.5,True,French Kiss,de
poster_images/Forget_Paris_1995_.jpg,6.4,True,Forget Paris,no
poster_images/A_Goofy_Movie_1995_.jpg,6.8,True,A Goofy Movie,en
poster_images/Hideaway_1995_.jpg,5.3,True,Hideaway,so
poster_images/Fluke_1995_.jpg,6.7,True,Fluke,fi
poster_images/Gordy_1995_.jpg,3.9,True,Gordy,cy
poster_images/Gumby_The_Movie_1995_.jpg,6.2,True,Gumby The Movie,en
poster_images/The_Glass_Shield_1994_.jpg,6.6,True,The Glass Shield,en
poster_images/Hoop_Dreams_1994_.jpg,8.3,True,Hoop Dreams,nl
poster_images/Heavenly_Creatures_1994_.jpg,7.4,True,Heavenly Creatures,en
poster_images/Houseguest_1995_.jpg,5.9,True,Houseguest,pt
poster_images/Immortal_Beloved_1994_.jpg,7.5,True,Immortal Beloved,sl
poster_images/Heavy_Weights_1995_.jpg,6.7,True,Heavy Weights,en
poster_images/The_Hunted_1995_.jpg,5.9,True,The Hunted,en
poster_images/I.Q._1994_.jpg,6.2,True,I.Q.,it
poster_images/Interview_with_the_Vampire_The_Vampire_Chronicles_1994_.jpg,7.6,True,Interview with the Vampire The Vampire Chronicles,en
poster_images/Jefferson_in_Paris_1995_.jpg,5.7,True,Jefferson in Paris,en
poster_images/The_Jerky_Boys_1995_.jpg,4.6,True,The Jerky Boys,en
poster_images/Junior_1994_.jpg,4.5,True,Junior,en
poster_images/Just_Cause_1995_.jpg,6.4,True,Just Cause,de
poster_images/Kiss_of_Death_1995_.jpg,5.9,True,Kiss of Death,en
poster_images/Love_Affair_1994_.jpg,5.9,True,Love Affair,en
poster_images/Losing_Isaiah_1995_.jpg,6.4,True,Losing Isaiah,tl
poster_images/The_Madness_of_King_George_1994_.jpg,7.2,True,The Madness of King George,en
poster_images/Mary_Shelley_s_Frankenstein_1994_.jpg,6.4,True,Mary Shelley s Frankenstein,en
poster_images/Milk_Money_1994_.jpg,5.5,True,Milk Money,tr
poster_images/Miracle_on_34th_Street_1994_.jpg,6.4,True,Miracle on 34th Street,en
poster_images/My_Family_1995_.jpg,7.3,True,My Family,en
poster_images/Nobody_s_Fool_1994_.jpg,7.4,True,Nobody s Fool,en
poster_images/Nell_1994_.jpg,6.5,True,Nell,it
poster_images/New_Jersey_Drive_1995_.jpg,6.7,True,New Jersey Drive,en
poster_images/Beyond_Bedlam_1994_.jpg,3.4,True,Beyond Bedlam,tr
poster_images/Nina_Takes_a_Lover_1994_.jpg,5.7,True,Nina Takes a Lover,et
poster_images/Natural_Born_Killers_1994_.jpg,7.3,True,Natural Born Killers,en
poster_images/Only_You_1994_.jpg,6.5,True,Only You,en
poster_images/Once_Were_Warriors_1994_.jpg,7.9,True,Once Were Warriors,en
poster_images/Outbreak_1995_.jpg,6.6,True,Outbreak,no
poster_images/Tui_shou_1992_.jpg,7.3,True,Tui shou,en
poster_images/Priest_1994_.jpg,7.1,True,Priest,de
poster_images/Quiz_Show_1994_.jpg,7.5,True,Quiz Show,en
poster_images/Picture_Bride_1994_.jpg,6.8,True,Picture Bride,ro
poster_images/Queen_Margot_1994_.jpg,7.5,True,Queen Margot,nl
poster_images/The_Quick_and_the_Dead_1995_.jpg,6.4,True,The Quick and the Dead,en
poster_images/Ready_to_Wear_1994_.jpg,5.0,True,Ready to Wear,en
poster_images/Three_Colors_Red_1994_.jpg,8.1,True,Three Colors Red,en
poster_images/Three_Colors_White_1994_.jpg,7.7,True,Three Colors White,en
poster_images/Pao_Da_Shuang_Deng_1994_.jpg,7.0,True,Pao Da Shuang Deng,tl
poster_images/Rent-a-Kid_1995_.jpg,5.4,True,Rent-a-Kid,en
poster_images/Relative_Fear_1994_.jpg,5.7,True,Relative Fear,en
poster_images/Stuart_Saves_His_Family_1995_.jpg,5.3,True,Stuart Saves His Family,en
poster_images/The_Swan_Princess_1994_.jpg,6.4,True,The Swan Princess,en
poster_images/The_Secret_of_Roan_Inish_1994_.jpg,7.5,True,The Secret of Roan Inish,en
poster_images/Stargate_1994_.jpg,7.1,True,Stargate,id
poster_images/The_Santa_Clause_1994_.jpg,6.4,True,The Santa Clause,en
poster_images/Shallow_Grave_1994_.jpg,7.4,True,Shallow Grave,en
poster_images/Suture_1993_.jpg,6.7,True,Suture,ro
poster_images/Strawberry_and_Chocolate_1993_.jpg,7.5,True,Strawberry and Chocolate,en
poster_images/Swimming_with_Sharks_1994_.jpg,7.1,True,Swimming with Sharks,en
poster_images/The_Sum_of_Us_1994_.jpg,7.4,True,The Sum of Us,en
poster_images/Senior_Trip_1995_.jpg,5.6,True,Senior Trip,en
poster_images/Tales_from_the_Crypt_Demon_Knight_1995_.jpg,6.7,True,Tales from the Crypt Demon Knight,en
poster_images/Tales_from_the_Hood_1995_.jpg,6.2,True,Tales from the Hood,en
poster_images/Tom_Viv_1994_.jpg,6.5,True,Tom Viv,no
poster_images/Tommy_Boy_1995_.jpg,7.0,True,Tommy Boy,en
poster_images/Vanya_on_42nd_Street_1994_.jpg,7.5,True,Vanya on 42nd Street,en
poster_images/The_Underneath_1995_.jpg,6.2,True,The Underneath,en
poster_images/What_s_Eating_Gilbert_Grape_1993_.jpg,7.8,True,What s Eating Gilbert Grape,en
poster_images/While_You_Were_Sleeping_1995_.jpg,6.7,True,While You Were Sleeping,en
poster_images/The_War_1994_.jpg,6.7,True,The War,en
poster_images/The_Baby-Sitters_Club_1995_.jpg,5.7,True,The Baby-Sitters Club,en
poster_images/Bullets_Over_Broadway_1994_.jpg,7.5,True,Bullets Over Broadway,en
poster_images/The_Client_1994_.jpg,6.7,True,The Client,en
poster_images/Crooklyn_1994_.jpg,6.9,True,Crooklyn,cy
poster_images/The_Crow_1994_.jpg,7.6,True,The Crow,en
poster_images/Cobb_1994_.jpg,6.5,True,Cobb,en
poster_images/The_Flintstones_1994_.jpg,4.8,True,The Flintstones,en
poster_images/Four_Weddings_and_a_Funeral_1994_.jpg,7.1,True,Four Weddings and a Funeral,en
poster_images/I_Love_Trouble_1994_.jpg,5.2,True,I Love Trouble,en
poster_images/It_Could_Happen_to_You_1994_.jpg,6.3,True,It Could Happen to You,en
poster_images/The_Jungle_Book_1994_.jpg,6.0,True,The Jungle Book,en
poster_images/The_Lion_King_1994_.jpg,8.5,True,The Lion King,en
poster_images/Little_Buddha_1993_.jpg,6.0,True,Little Buddha,de
poster_images/New_Nightmare_1994_.jpg,6.4,True,New Nightmare,en
poster_images/The_Mask_1994_.jpg,6.9,True,The Mask,en
poster_images/Maverick_1994_.jpg,7.0,True,Maverick,sk
poster_images/Naked_Gun_33_1_3_The_Final_Insult_1994_.jpg,6.4,True,Naked Gun 33 1 3 The Final Insult,en
poster_images/The_Paper_1994_.jpg,6.6,True,The Paper,en
poster_images/Reality_Bites_1994_.jpg,6.6,True,Reality Bites,en
poster_images/Ri_hie_Ri_h_1994_.jpg,5.2,True,Ri hie Ri h,de
poster_images/Safe_Passage_1994_.jpg,6.4,True,Safe Passage,de
poster_images/The_River_Wild_1994_.jpg,6.3,True,The River Wild,en
poster_images/Speed_1994_.jpg,7.2,True,Speed,nl
poster_images/Speechless_1994_.jpg,5.7,True,Speechless,de
poster_images/Timecop_1994_.jpg,5.8,True,Timecop,it
poster_images/True_Lies_1994_.jpg,7.2,True,True Lies,fr
poster_images/When_a_Man_Loves_a_Woman_1994_.jpg,6.5,True,When a Man Loves a Woman,en
poster_images/Wolf_1994_.jpg,6.2,True,Wolf,en
poster_images/Boys_Life_Three_Stories_of_Love_Lust_and_Liberation_1994_.jpg,7.2,True,Boys Life Three Stories of Love Lust and Liberation,en
poster_images/Colonel_Chabert_1994_.jpg,7.0,True,Colonel Chabert,it
poster_images/Coldblooded_1995_.jpg,6.8,True,Coldblooded,en
poster_images/Desert_Winds_1994_.jpg,5.8,True,Desert Winds,de
poster_images/Fall_Time_1995_.jpg,5.5,True,Fall Time,it
poster_images/The_Fear_1995_.jpg,3.4,True,The Fear,en
poster_images/Frank_and_Ollie_1995_.jpg,8.0,True,Frank and Ollie,af
poster_images/Homage_1995_.jpg,6.0,True,Homage,so
poster_images/Dos_cr__menes_1994_.jpg,7.3,True,Dos cr  menes,es
poster_images/Brother_Minister_The_Assassination_of_Malcolm_X_1994_.jpg,7.3,True,Brother Minister The Assassination of Malcolm X,en
poster_images/Highlander_The_Final_Dimension_1994_.jpg,4.3,True,Highlander The Final Dimension,en
poster_images/In_the_Mouth_of_Madness_1994_.jpg,7.2,True,In the Mouth of Madness,en
poster_images/8_Seconds_1994_.jpg,6.5,True,8 Seconds,en
poster_images/Addams_Family_Values_1993_.jpg,6.6,True,Addams Family Values,en
poster_images/Martin_Lawrence_You_So_Crazy_1994_.jpg,6.6,True,Martin Lawrence You So Crazy,en
poster_images/The_Air_Up_There_1994_.jpg,5.5,True,The Air Up There,en
poster_images/Another_Stakeout_1993_.jpg,5.5,True,Another Stakeout,en
poster_images/Bad_Girls_1994_.jpg,5.1,True,Bad Girls,de
poster_images/Beverly_Hills_Cop_III_1994_.jpg,5.5,True,Beverly Hills Cop III,en
poster_images/Black_Beauty_1994_.jpg,6.6,True,Black Beauty,en
poster_images/Blown_Away_1994_.jpg,6.2,True,Blown Away,en
poster_images/Blue_Chips_1994_.jpg,6.1,True,Blue Chips,en
poster_images/Blue_Sky_1994_.jpg,6.4,True,Blue Sky,da
poster_images/Body_Snatchers_1993_.jpg,5.9,True,Body Snatchers,en
poster_images/Boxing_Helena_1993_.jpg,4.6,True,Boxing Helena,nl
poster_images/Cabin_Boy_1994_.jpg,5.1,True,Cabin Boy,so
poster_images/City_Slickers_II_The_Legend_of_Curly_s_Gold_1994_.jpg,5.4,True,City Slickers II The Legend of Curly s Gold,en
poster_images/Cliffhanger_1993_.jpg,6.4,True,Cliffhanger,cy
poster_images/Coneheads_1993_.jpg,5.2,True,Coneheads,en
poster_images/Color_of_Night_1994_.jpg,5.1,True,Color of Night,en
poster_images/The_Cowboy_Way_1994_.jpg,5.8,True,The Cowboy Way,en
poster_images/Dangerous_Game_1993_.jpg,5.7,True,Dangerous Game,af
poster_images/Dave_1993_.jpg,6.8,True,Dave,da
poster_images/Dazed_and_Confused_1993_.jpg,7.7,True,Dazed and Confused,en
poster_images/The_Endless_Summer_2_1994_.jpg,7.6,True,The Endless Summer 2,en
poster_images/Even_Cowgirls_Get_the_Blues_1993_.jpg,4.3,True,Even Cowgirls Get the Blues,en
poster_images/Fatal_Instinct_1993_.jpg,5.7,True,Fatal Instinct,en
poster_images/Farewell_My_Concubine_1993_.jpg,8.1,True,Farewell My Concubine,en
poster_images/Fearless_1993_.jpg,7.1,True,Fearless,en
poster_images/With_Honors_1994_.jpg,6.7,True,With Honors,en
poster_images/Flesh_and_Bone_1993_.jpg,6.2,True,Flesh and Bone,en
poster_images/For_Love_or_Money_1993_.jpg,6.1,True,For Love or Money,en
poster_images/Free_Willy_1993_.jpg,5.9,True,Free Willy,en
poster_images/Fresh_1994_.jpg,7.7,True,Fresh,sq
poster_images/The_Fugitive_1993_.jpg,7.8,True,The Fugitive,en
poster_images/The_Getaway_1994_.jpg,5.7,True,The Getaway,en
poster_images/Go_Fish_1994_.jpg,5.6,True,Go Fish,en
poster_images/A_Good_Man_in_Africa_1994_.jpg,5.0,True,A Good Man in Africa,en
poster_images/Guilty_as_Sin_1993_.jpg,5.5,True,Guilty as Sin,en
poster_images/Heaven_Earth_1993_.jpg,6.8,True,Heaven Earth,en
poster_images/Hot_Shots_Part_Deux_1993_.jpg,6.6,True,Hot Shots Part Deux,nl
poster_images/Live_Nude_Girls_1995_.jpg,5.4,True,Live Nude Girls,fr
poster_images/House_Party_3_1994_.jpg,4.1,True,House Party 3,en
poster_images/The_Hudsucker_Proxy_1994_.jpg,7.3,True,The Hudsucker Proxy,en
poster_images/I_ll_Do_Anything_1994_.jpg,5.6,True,I ll Do Anything,tl
poster_images/In_the_Army_Now_1994_.jpg,4.8,True,In the Army Now,en
poster_images/In_the_Line_of_Fire_1993_.jpg,7.2,True,In the Line of Fire,en
poster_images/The_Inkwell_1994_.jpg,6.5,True,The Inkwell,en
poster_images/What_s_Love_Got_to_Do_with_It_1993_.jpg,7.2,True,What s Love Got to Do with It,en
poster_images/Judgment_Night_1993_.jpg,6.6,True,Judgment Night,en
poster_images/Jurassic_Park_1993_.jpg,8.1,True,Jurassic Park,en
poster_images/Kalifornia_1993_.jpg,6.7,True,Kalifornia,sw
poster_images/Lassie_1994_.jpg,5.9,True,Lassie,fr
poster_images/Last_Action_Hero_1993_.jpg,6.2,True,Last Action Hero,en
poster_images/Lightning_Jack_1994_.jpg,5.4,True,Lightning Jack,en
poster_images/Made_in_America_1993_.jpg,4.9,True,Made in America,nl
poster_images/The_Man_Without_a_Face_1993_.jpg,6.7,True,The Man Without a Face,en
poster_images/Manhattan_Murder_Mystery_1993_.jpg,7.4,True,Manhattan Murder Mystery,de
poster_images/Menace_II_Society_1993_.jpg,7.5,True,Menace II Society,pl
poster_images/Executive_Decision_1996_.jpg,6.4,True,Executive Decision,en
poster_images/In_the_Realm_of_the_Senses_1976_.jpg,6.6,True,In the Realm of the Senses,en
poster_images/Much_Ado_About_Nothing_1993_.jpg,7.4,True,Much Ado About Nothing,en
poster_images/Mr._Jones_1993_.jpg,5.8,True,Mr. Jones,en
poster_images/Mr._Wonderful_1993_.jpg,5.9,True,Mr. Wonderful,de
poster_images/Mrs._Doubtfire_1993_.jpg,6.9,True,Mrs. Doubtfire,en
poster_images/Naked_1993_.jpg,7.9,True,Naked,hr
poster_images/The_New_Age_1994_.jpg,5.8,True,The New Age,en
poster_images/No_Escape_1994_.jpg,6.1,True,No Escape,pt
poster_images/North_1994_.jpg,4.4,True,North,en
poster_images/Orlando_1992_.jpg,7.2,True,Orlando,tr
poster_images/A_Perfect_World_1993_.jpg,7.5,True,A Perfect World,en
poster_images/The_Piano_1993_.jpg,7.6,True,The Piano,en
poster_images/Poetic_Justice_1993_.jpg,5.9,True,Poetic Justice,en
poster_images/The_Program_1993_.jpg,6.4,True,The Program,en
poster_images/The_Puppet_Masters_1994_.jpg,5.9,True,The Puppet Masters,en
poster_images/Radioland_Murders_1994_.jpg,6.2,True,Radioland Murders,de
poster_images/The_Ref_1994_.jpg,6.9,True,The Ref,en
poster_images/The_Remains_of_the_Day_1993_.jpg,7.9,True,The Remains of the Day,en
poster_images/Renaissance_Man_1994_.jpg,6.1,True,Renaissance Man,fr
poster_images/Rising_Sun_1993_.jpg,6.2,True,Rising Sun,tl
poster_images/The_Road_to_Wellville_1994_.jpg,5.7,True,The Road to Wellville,en
poster_images/RoboCop_3_1993_.jpg,3.9,True,RoboCop 3,en
poster_images/Robin_Hood_Men_in_Tights_1993_.jpg,6.7,True,Robin Hood Men in Tights,nl
poster_images/Romeo_Is_Bleeding_1993_.jpg,6.6,True,Romeo Is Bleeding,en
poster_images/Romper_Stomper_1992_.jpg,6.8,True,Romper Stomper,ro
