image_path,imdb_score,file_exists
poster_images/Last_Summer_in_the_Hamptons_1995_.jpg,6.1,True
poster_images/Angels_and_Insects_1995_.jpg,7.0,True
poster_images/White_Squall_1996_.jpg,6.6,True
poster_images/Dunston_Checks_In_1996_.jpg,5.3,True
poster_images/Nick_of_Time_1995_.jpg,6.3,True
poster_images/The_Journey_of_August_King_1995_.jpg,6.6,True
poster_images/Vampire_in_Brooklyn_1995_.jpg,4.5,True
poster_images/Beautiful_Girls_1996_.jpg,7.2,True
poster_images/Broken_Arrow_1996_.jpg,6.0,True
poster_images/Shopping_1994_.jpg,5.4,True
poster_images/Heidi_Fleiss_Hollywood_Madam_1995_.jpg,6.6,True
poster_images/Nobody_Loves_Me_1994_.jpg,7.3,True
poster_images/Muppet_Treasure_Island_1996_.jpg,6.9,True
poster_images/Catwalk_1995_.jpg,6.4,True
poster_images/Headless_Body_in_Topless_Bar_1995_.jpg,4.7,True
poster_images/Braveheart_1995_.jpg,8.4,True
poster_images/Rumble_in_the_Bronx_1995_.jpg,6.7,True
poster_images/Before_and_After_1996_.jpg,6.1,True
poster_images/Margaret_s_Museum_1995_.jpg,7.3,True
poster_images/Happiness_Is_in_the_Field_1995_.jpg,7.0,True
poster_images/Steal_Big_Steal_Little_1995_.jpg,4.8,True
poster_images/Race_the_Sun_1996_.jpg,5.3,True
poster_images/The_Boys_of_St._Vincent_1992_.jpg,7.7,True
poster_images/Boomerang_1992_.jpg,5.4,True
poster_images/Chungking_Express_1994_.jpg,8.1,True
poster_images/Flirting_with_Disaster_1996_.jpg,6.8,True
poster_images/Jupiter_s_Wife_1995_.jpg,7.2,True
poster_images/Pie_in_the_Sky_1996_.jpg,5.8,True
poster_images/Angela_1995_.jpg,6.4,True
poster_images/Frankie_Starlight_1995_.jpg,6.7,True
poster_images/Sonic_Outlaws_1995_.jpg,7.3,True
poster_images/Down_Periscope_1996_.jpg,6.0,True
poster_images/From_the_Journals_of_Jean_Seberg_1995_.jpg,7.1,True
poster_images/Man_of_the_Year_1995_.jpg,6.1,True
poster_images/The_Birdcage_1996_.jpg,7.0,True
poster_images/The_Basketball_Diaries_1995_.jpg,7.3,True
poster_images/An_Awfully_Big_Adventure_1995_.jpg,6.0,True
poster_images/Apollo_13_1995_.jpg,7.6,True
poster_images/Rob_Roy_1995_.jpg,6.9,True
poster_images/The_Addiction_1995_.jpg,6.4,True
poster_images/Belle_de_Jour_1967_.jpg,7.8,True
poster_images/Beyond_Rangoon_1995_.jpg,6.6,True
poster_images/Canadian_Bacon_1995_.jpg,5.9,True
poster_images/Casper_1995_.jpg,6.0,True
poster_images/Clockers_1995_.jpg,6.9,True
poster_images/Congo_1995_.jpg,5.1,True
poster_images/Crimson_Tide_1995_.jpg,7.3,True
poster_images/Desperado_1995_.jpg,7.2,True
poster_images/Die_Hard_with_a_Vengeance_1995_.jpg,7.6,True
poster_images/The_Doom_Generation_1995_.jpg,5.9,True
poster_images/Feast_of_July_1995_.jpg,6.4,True
poster_images/First_Knight_1995_.jpg,5.9,True
poster_images/Free_Willy_2_The_Adventure_Home_1995_.jpg,4.9,True
poster_images/Hackers_1995_.jpg,6.2,True
poster_images/Jeffrey_1995_.jpg,6.7,True
poster_images/Johnny_Mnemonic_1995_.jpg,5.6,True
poster_images/Judge_Dredd_1995_.jpg,5.5,True
poster_images/Jury_Duty_1995_.jpg,4.1,True
poster_images/Kids_1995_.jpg,7.0,True
poster_images/Living_in_Oblivion_1995_.jpg,7.6,True
poster_images/Lord_of_Illusions_1995_.jpg,6.0,True
poster_images/Love_Human_Remains_1993_.jpg,6.7,True
poster_images/Mad_Love_1995_.jpg,5.3,True
poster_images/Mallrats_1995_.jpg,7.2,True
poster_images/Mighty_Morphin_Power_Rangers_The_Movie_1995_.jpg,5.1,True
poster_images/Moonlight_and_Valentino_1995_.jpg,5.8,True
poster_images/Mute_Witness_1995_.jpg,6.8,True
poster_images/Nadja_1994_.jpg,6.0,True
poster_images/The_Net_1995_.jpg,5.9,True
poster_images/Reckless_1995_.jpg,5.1,True
poster_images/The_Scarlet_Letter_1995_.jpg,5.2,True
poster_images/The_Show_1995_.jpg,6.8,True
poster_images/Showgirls_1995_.jpg,4.6,True
poster_images/Smoke_1995_.jpg,7.4,True
poster_images/Something_to_Talk_About_1995_.jpg,5.7,True
poster_images/Species_1995_.jpg,5.8,True
poster_images/The_Stars_Fell_on_Henrietta_1995_.jpg,6.5,True
poster_images/The_Umbrellas_of_Cherbourg_1964_.jpg,7.8,True
poster_images/The_Tie_That_Binds_1995_.jpg,5.0,True
poster_images/Three_Wishes_1995_.jpg,6.2,True
poster_images/Total_Eclipse_1995_.jpg,6.6,True
poster_images/To_Wong_Foo_Thanks_for_Everything_Julie_Newmar_1995_.jpg,6.4,True
poster_images/Unstrung_Heroes_1995_.jpg,6.7,True
poster_images/Unzipped_1995_.jpg,6.4,True
poster_images/A_Walk_in_the_Clouds_1995_.jpg,6.6,True
poster_images/Waterworld_1995_.jpg,6.1,True
poster_images/White_Man_s_Burden_1995_.jpg,5.2,True
poster_images/Wild_Bill_1995_.jpg,5.9,True
poster_images/The_Browning_Version_1994_.jpg,7.3,True
poster_images/Bushwhacked_1995_.jpg,5.5,True
poster_images/Burnt_by_the_Sun_1994_.jpg,8.0,True
poster_images/Before_the_Rain_1994_.jpg,8.1,True
poster_images/Before_Sunrise_1995_.jpg,8.1,True
poster_images/Billy_Madison_1995_.jpg,6.4,True
poster_images/The_Babysitter_1995_.jpg,4.2,True
poster_images/Boys_on_the_Side_1995_.jpg,6.4,True
poster_images/The_Cure_1995_.jpg,7.7,True
poster_images/Castle_Freak_1995_.jpg,5.9,True
poster_images/Circle_of_Friends_1995_.jpg,6.6,True
poster_images/Clerks_1994_.jpg,7.8,True
poster_images/Don_Juan_DeMarco_1994_.jpg,6.7,True
poster_images/Dolores_Claiborne_1995_.jpg,7.4,True
poster_images/Dumb_Dumber_1994_.jpg,7.3,True
poster_images/Exotica_1994_.jpg,7.2,True
poster_images/French_Kiss_1995_.jpg,6.5,True
poster_images/Forget_Paris_1995_.jpg,6.4,True
poster_images/A_Goofy_Movie_1995_.jpg,6.8,True
poster_images/Hideaway_1995_.jpg,5.3,True
poster_images/Fluke_1995_.jpg,6.7,True
poster_images/Gordy_1995_.jpg,3.9,True
poster_images/Gumby_The_Movie_1995_.jpg,6.2,True
poster_images/The_Glass_Shield_1994_.jpg,6.6,True
poster_images/Hoop_Dreams_1994_.jpg,8.3,True
poster_images/Heavenly_Creatures_1994_.jpg,7.4,True
poster_images/Houseguest_1995_.jpg,5.9,True
poster_images/Immortal_Beloved_1994_.jpg,7.5,True
poster_images/Heavy_Weights_1995_.jpg,6.7,True
poster_images/The_Hunted_1995_.jpg,5.9,True
poster_images/I.Q._1994_.jpg,6.2,True
poster_images/Interview_with_the_Vampire_The_Vampire_Chronicles_1994_.jpg,7.6,True
poster_images/Jefferson_in_Paris_1995_.jpg,5.7,True
poster_images/The_Jerky_Boys_1995_.jpg,4.6,True
poster_images/Junior_1994_.jpg,4.5,True
poster_images/Just_Cause_1995_.jpg,6.4,True
poster_images/Kiss_of_Death_1995_.jpg,5.9,True
poster_images/Love_Affair_1994_.jpg,5.9,True
poster_images/Losing_Isaiah_1995_.jpg,6.4,True
poster_images/The_Madness_of_King_George_1994_.jpg,7.2,True
poster_images/Mary_Shelley_s_Frankenstein_1994_.jpg,6.4,True
poster_images/Milk_Money_1994_.jpg,5.5,True
poster_images/Miracle_on_34th_Street_1994_.jpg,6.4,True
poster_images/My_Family_1995_.jpg,7.3,True
poster_images/Nobody_s_Fool_1994_.jpg,7.4,True
poster_images/Nell_1994_.jpg,6.5,True
poster_images/New_Jersey_Drive_1995_.jpg,6.7,True
poster_images/Beyond_Bedlam_1994_.jpg,3.4,True
poster_images/Nina_Takes_a_Lover_1994_.jpg,5.7,True
poster_images/Natural_Born_Killers_1994_.jpg,7.3,True
poster_images/Only_You_1994_.jpg,6.5,True
poster_images/Once_Were_Warriors_1994_.jpg,7.9,True
poster_images/Outbreak_1995_.jpg,6.6,True
poster_images/Tui_shou_1992_.jpg,7.3,True
poster_images/Priest_1994_.jpg,7.1,True
poster_images/Quiz_Show_1994_.jpg,7.5,True
poster_images/Picture_Bride_1994_.jpg,6.8,True
poster_images/Queen_Margot_1994_.jpg,7.5,True
poster_images/The_Quick_and_the_Dead_1995_.jpg,6.4,True
poster_images/Ready_to_Wear_1994_.jpg,5.0,True
poster_images/Three_Colors_Red_1994_.jpg,8.1,True
poster_images/Three_Colors_White_1994_.jpg,7.7,True
poster_images/Pao_Da_Shuang_Deng_1994_.jpg,7.0,True
poster_images/Rent-a-Kid_1995_.jpg,5.4,True
poster_images/Relative_Fear_1994_.jpg,5.7,True
poster_images/Stuart_Saves_His_Family_1995_.jpg,5.3,True
poster_images/The_Swan_Princess_1994_.jpg,6.4,True
poster_images/The_Secret_of_Roan_Inish_1994_.jpg,7.5,True
poster_images/Stargate_1994_.jpg,7.1,True
poster_images/The_Santa_Clause_1994_.jpg,6.4,True
poster_images/Shallow_Grave_1994_.jpg,7.4,True
poster_images/Suture_1993_.jpg,6.7,True
poster_images/Strawberry_and_Chocolate_1993_.jpg,7.5,True
poster_images/Swimming_with_Sharks_1994_.jpg,7.1,True
poster_images/The_Sum_of_Us_1994_.jpg,7.4,True
poster_images/Senior_Trip_1995_.jpg,5.6,True
poster_images/Tales_from_the_Crypt_Demon_Knight_1995_.jpg,6.7,True
poster_images/Tales_from_the_Hood_1995_.jpg,6.2,True
poster_images/Tom_Viv_1994_.jpg,6.5,True
poster_images/Tommy_Boy_1995_.jpg,7.0,True
poster_images/Vanya_on_42nd_Street_1994_.jpg,7.5,True
poster_images/The_Underneath_1995_.jpg,6.2,True
poster_images/What_s_Eating_Gilbert_Grape_1993_.jpg,7.8,True
poster_images/While_You_Were_Sleeping_1995_.jpg,6.7,True
poster_images/The_War_1994_.jpg,6.7,True
poster_images/The_Baby-Sitters_Club_1995_.jpg,5.7,True
poster_images/Bullets_Over_Broadway_1994_.jpg,7.5,True
poster_images/The_Client_1994_.jpg,6.7,True
poster_images/Crooklyn_1994_.jpg,6.9,True
poster_images/The_Crow_1994_.jpg,7.6,True
poster_images/Cobb_1994_.jpg,6.5,True
poster_images/The_Flintstones_1994_.jpg,4.8,True
poster_images/Four_Weddings_and_a_Funeral_1994_.jpg,7.1,True
poster_images/I_Love_Trouble_1994_.jpg,5.2,True
poster_images/It_Could_Happen_to_You_1994_.jpg,6.3,True
poster_images/The_Jungle_Book_1994_.jpg,6.0,True
poster_images/The_Lion_King_1994_.jpg,8.5,True
poster_images/Little_Buddha_1993_.jpg,6.0,True
poster_images/New_Nightmare_1994_.jpg,6.4,True
poster_images/The_Mask_1994_.jpg,6.9,True
poster_images/Maverick_1994_.jpg,7.0,True
poster_images/Naked_Gun_33_1_3_The_Final_Insult_1994_.jpg,6.4,True
poster_images/The_Paper_1994_.jpg,6.6,True
poster_images/Reality_Bites_1994_.jpg,6.6,True
poster_images/Ri_hie_Ri_h_1994_.jpg,5.2,True
poster_images/Safe_Passage_1994_.jpg,6.4,True
poster_images/The_River_Wild_1994_.jpg,6.3,True
poster_images/Speed_1994_.jpg,7.2,True
poster_images/Speechless_1994_.jpg,5.7,True
poster_images/Timecop_1994_.jpg,5.8,True
poster_images/True_Lies_1994_.jpg,7.2,True
poster_images/When_a_Man_Loves_a_Woman_1994_.jpg,6.5,True
poster_images/Wolf_1994_.jpg,6.2,True
poster_images/Boys_Life_Three_Stories_of_Love_Lust_and_Liberation_1994_.jpg,7.2,True
poster_images/Colonel_Chabert_1994_.jpg,7.0,True
poster_images/Coldblooded_1995_.jpg,6.8,True
poster_images/Desert_Winds_1994_.jpg,5.8,True
poster_images/Fall_Time_1995_.jpg,5.5,True
poster_images/The_Fear_1995_.jpg,3.4,True
poster_images/Frank_and_Ollie_1995_.jpg,8.0,True
poster_images/Homage_1995_.jpg,6.0,True
poster_images/Dos_cr__menes_1994_.jpg,7.3,True
poster_images/Brother_Minister_The_Assassination_of_Malcolm_X_1994_.jpg,7.3,True
poster_images/Highlander_The_Final_Dimension_1994_.jpg,4.3,True
poster_images/In_the_Mouth_of_Madness_1994_.jpg,7.2,True
poster_images/8_Seconds_1994_.jpg,6.5,True
poster_images/Addams_Family_Values_1993_.jpg,6.6,True
poster_images/Martin_Lawrence_You_So_Crazy_1994_.jpg,6.6,True
poster_images/The_Air_Up_There_1994_.jpg,5.5,True
poster_images/Another_Stakeout_1993_.jpg,5.5,True
poster_images/Bad_Girls_1994_.jpg,5.1,True
poster_images/Beverly_Hills_Cop_III_1994_.jpg,5.5,True
poster_images/Black_Beauty_1994_.jpg,6.6,True
poster_images/Blown_Away_1994_.jpg,6.2,True
poster_images/Blue_Chips_1994_.jpg,6.1,True
poster_images/Blue_Sky_1994_.jpg,6.4,True
poster_images/Body_Snatchers_1993_.jpg,5.9,True
poster_images/Boxing_Helena_1993_.jpg,4.6,True
poster_images/Cabin_Boy_1994_.jpg,5.1,True
poster_images/City_Slickers_II_The_Legend_of_Curly_s_Gold_1994_.jpg,5.4,True
poster_images/Cliffhanger_1993_.jpg,6.4,True
poster_images/Coneheads_1993_.jpg,5.2,True
poster_images/Color_of_Night_1994_.jpg,5.1,True
poster_images/The_Cowboy_Way_1994_.jpg,5.8,True
poster_images/Dangerous_Game_1993_.jpg,5.7,True
poster_images/Dave_1993_.jpg,6.8,True
poster_images/Dazed_and_Confused_1993_.jpg,7.7,True
poster_images/The_Endless_Summer_2_1994_.jpg,7.6,True
poster_images/Even_Cowgirls_Get_the_Blues_1993_.jpg,4.3,True
poster_images/Fatal_Instinct_1993_.jpg,5.7,True
poster_images/Farewell_My_Concubine_1993_.jpg,8.1,True
poster_images/Fearless_1993_.jpg,7.1,True
poster_images/With_Honors_1994_.jpg,6.7,True
poster_images/Flesh_and_Bone_1993_.jpg,6.2,True
poster_images/For_Love_or_Money_1993_.jpg,6.1,True
poster_images/Free_Willy_1993_.jpg,5.9,True
poster_images/Fresh_1994_.jpg,7.7,True
poster_images/The_Fugitive_1993_.jpg,7.8,True
poster_images/The_Getaway_1994_.jpg,5.7,True
poster_images/Go_Fish_1994_.jpg,5.6,True
poster_images/A_Good_Man_in_Africa_1994_.jpg,5.0,True
poster_images/Guilty_as_Sin_1993_.jpg,5.5,True
poster_images/Heaven_Earth_1993_.jpg,6.8,True
poster_images/Hot_Shots_Part_Deux_1993_.jpg,6.6,True
poster_images/Live_Nude_Girls_1995_.jpg,5.4,True
poster_images/House_Party_3_1994_.jpg,4.1,True
poster_images/The_Hudsucker_Proxy_1994_.jpg,7.3,True
poster_images/I_ll_Do_Anything_1994_.jpg,5.6,True
poster_images/In_the_Army_Now_1994_.jpg,4.8,True
poster_images/In_the_Line_of_Fire_1993_.jpg,7.2,True
poster_images/The_Inkwell_1994_.jpg,6.5,True
poster_images/What_s_Love_Got_to_Do_with_It_1993_.jpg,7.2,True
poster_images/Judgment_Night_1993_.jpg,6.6,True
poster_images/Jurassic_Park_1993_.jpg,8.1,True
poster_images/Kalifornia_1993_.jpg,6.7,True
poster_images/Lassie_1994_.jpg,5.9,True
poster_images/Last_Action_Hero_1993_.jpg,6.2,True
poster_images/Lightning_Jack_1994_.jpg,5.4,True
poster_images/Made_in_America_1993_.jpg,4.9,True
poster_images/The_Man_Without_a_Face_1993_.jpg,6.7,True
poster_images/Manhattan_Murder_Mystery_1993_.jpg,7.4,True
poster_images/Menace_II_Society_1993_.jpg,7.5,True
poster_images/Executive_Decision_1996_.jpg,6.4,True
poster_images/In_the_Realm_of_the_Senses_1976_.jpg,6.6,True
poster_images/Much_Ado_About_Nothing_1993_.jpg,7.4,True
poster_images/Mr._Jones_1993_.jpg,5.8,True
poster_images/Mr._Wonderful_1993_.jpg,5.9,True
poster_images/Mrs._Doubtfire_1993_.jpg,6.9,True
poster_images/Naked_1993_.jpg,7.9,True
poster_images/The_New_Age_1994_.jpg,5.8,True
poster_images/No_Escape_1994_.jpg,6.1,True
poster_images/North_1994_.jpg,4.4,True
poster_images/Orlando_1992_.jpg,7.2,True
poster_images/A_Perfect_World_1993_.jpg,7.5,True
poster_images/The_Piano_1993_.jpg,7.6,True
poster_images/Poetic_Justice_1993_.jpg,5.9,True
poster_images/The_Program_1993_.jpg,6.4,True
poster_images/The_Puppet_Masters_1994_.jpg,5.9,True
poster_images/Radioland_Murders_1994_.jpg,6.2,True
poster_images/The_Ref_1994_.jpg,6.9,True
poster_images/The_Remains_of_the_Day_1993_.jpg,7.9,True
poster_images/Renaissance_Man_1994_.jpg,6.1,True
poster_images/Rising_Sun_1993_.jpg,6.2,True
poster_images/The_Road_to_Wellville_1994_.jpg,5.7,True
poster_images/RoboCop_3_1993_.jpg,3.9,True
poster_images/Robin_Hood_Men_in_Tights_1993_.jpg,6.7,True
poster_images/Romeo_Is_Bleeding_1993_.jpg,6.6,True
poster_images/Romper_Stomper_1992_.jpg,6.8,True
poster_images/Rudy_1993_.jpg,7.5,True
poster_images/The_Saint_of_Fort_Washington_1993_.jpg,7.2,True
poster_images/The_Scout_1994_.jpg,5.3,True
poster_images/The_Secret_Garden_1993_.jpg,7.3,True
poster_images/Serial_Mom_1994_.jpg,6.7,True
poster_images/The_Shadow_1994_.jpg,6.0,True
poster_images/Shadowlands_1993_.jpg,7.4,True
poster_images/Short_Cuts_1993_.jpg,7.7,True
poster_images/A_Simple_Twist_of_Fate_1994_.jpg,6.3,True
poster_images/Six_Degrees_of_Separation_1993_.jpg,6.9,True
poster_images/Sleepless_in_Seattle_1993_.jpg,6.8,True
poster_images/Blade_Runner_1982_.jpg,8.2,True
poster_images/Son_in_Law_1993_.jpg,5.7,True
poster_images/So_I_Married_an_Axe_Murderer_1993_.jpg,6.4,True
poster_images/Striking_Distance_1993_.jpg,5.8,True
poster_images/Harem_1985_.jpg,4.7,True
poster_images/Super_Mario_Bros._1993_.jpg,4.0,True
poster_images/Surviving_the_Game_1994_.jpg,6.1,True
poster_images/Terminal_Velocity_1994_.jpg,5.4,True
poster_images/Thirty_Two_Short_Films_About_Glenn_Gould_1993_.jpg,7.5,True
poster_images/The_Nightmare_Before_Christmas_1993_.jpg,8.0,True
poster_images/Trial_by_Jury_1994_.jpg,5.3,True
poster_images/Paris_France_1993_.jpg,5.3,True
poster_images/The_Beans_of_Egypt_Maine_1994_.jpg,5.4,True
poster_images/Welcome_to_the_Dollhouse_1995_.jpg,7.5,True
poster_images/Cronos_1993_.jpg,6.7,True
poster_images/Naked_in_New_York_1993_.jpg,5.7,True
poster_images/Kika_1993_.jpg,6.5,True
poster_images/Bhaji_on_the_Beach_1993_.jpg,6.5,True
poster_images/The_Slingshot_1993_.jpg,6.5,True
poster_images/Foreign_Student_1994_.jpg,5.8,True
poster_images/Ciao_Professore_1992_.jpg,6.8,True
poster_images/Spanking_the_Monkey_1994_.jpg,6.3,True
poster_images/The_Little_Rascals_1994_.jpg,6.3,True
poster_images/_la_mode_1993_.jpg,5.9,True
poster_images/Andre_1994_.jpg,5.7,True
poster_images/La_scorta_1993_.jpg,6.8,True
poster_images/Princess_Caraboo_1994_.jpg,6.0,True
poster_images/The_Celluloid_Closet_1995_.jpg,7.8,True
poster_images/Caf_au_lait_1993_.jpg,6.2,True
poster_images/Caro_diario_1993_.jpg,7.3,True
poster_images/I_Don_t_Want_to_Talk_About_It_1993_.jpg,7.0,True
poster_images/The_Brady_Bunch_Movie_1995_.jpg,5.9,True
poster_images/Ghost_1990_.jpg,7.0,True
poster_images/Aladdin_1992_.jpg,8.0,True
poster_images/Terminator_2_Judgment_Day_1991_.jpg,8.5,True
poster_images/Dances_with_Wolves_1990_.jpg,8.0,True
poster_images/Tough_and_Deadly_1995_.jpg,5.9,True
poster_images/Batman_1989_.jpg,7.6,True
poster_images/The_Silence_of_the_Lambs_1991_.jpg,8.6,True
poster_images/Snow_White_and_the_Seven_Dwarfs_1937_.jpg,7.6,True
poster_images/Beauty_and_the_Beast_1991_.jpg,8.0,True
poster_images/Pinocchio_1940_.jpg,7.5,True
poster_images/Pretty_Woman_1990_.jpg,6.9,True
poster_images/Window_to_Paris_1993_.jpg,7.4,True
poster_images/The_Wild_Bunch_1969_.jpg,8.0,True
poster_images/Love_and_a_.45_1994_.jpg,6.1,True
poster_images/Wu_kui_1994_.jpg,7.0,True
poster_images/A_Great_Day_in_Harlem_1994_.jpg,7.6,True
poster_images/Bye_Bye_Love_1995_.jpg,6.1,True
poster_images/Criminals_1997_.jpg,6.4,True
poster_images/One_Fine_Day_1996_.jpg,6.5,True
poster_images/Candyman_Farewell_to_the_Flesh_1995_.jpg,5.2,True
poster_images/Century_1993_.jpg,6.4,True
poster_images/Fargo_1996_.jpg,8.1,True
poster_images/Homeward_Bound_II_Lost_in_San_Francisco_1996_.jpg,5.9,True
poster_images/Heavy_Metal_1981_.jpg,6.7,True
poster_images/Hellraiser_Bloodline_1996_.jpg,5.1,True
poster_images/The_Pallbearer_1996_.jpg,4.9,True
poster_images/Jane_Eyre_1996_.jpg,6.8,True
poster_images/Loaded_1994_.jpg,4.6,True
poster_images/Bread_and_Chocolate_1974_.jpg,7.6,True
poster_images/The_AristoCats_1970_.jpg,7.1,True
poster_images/The_Flower_of_My_Secret_1995_.jpg,7.1,True
poster_images/Two_Much_1996_.jpg,5.4,True
poster_images/Ed_1996_.jpg,2.6,True
poster_images/Cerro_Torre_Schrei_aus_Stein_1991_.jpg,6.3,True
poster_images/Ma_saison_pr_f_r_e_1993_.jpg,7.3,True
poster_images/A_Modern_Affair_1995_.jpg,5.7,True
poster_images/Condition_Red_1995_.jpg,5.0,True
poster_images/Halfaouine_Boy_of_the_Terraces_1990_.jpg,6.9,True
poster_images/A_Thin_Line_Between_Love_and_Hate_1996_.jpg,5.6,True
poster_images/The_Last_Supper_1995_.jpg,6.8,True
poster_images/Rude_1995_.jpg,6.1,True
poster_images/Carried_Away_1996_.jpg,6.4,True
poster_images/Land_and_Freedom_1995_.jpg,7.6,True
poster_images/Denise_Calls_Up_1995_.jpg,6.8,True
poster_images/Theodore_Rex_1995_.jpg,2.4,True
poster_images/A_Family_Thing_1996_.jpg,7.0,True
poster_images/Frisk_1995_.jpg,4.9,True
poster_images/Sgt._Bilko_1996_.jpg,5.7,True
poster_images/Jack_Sarah_1995_.jpg,6.6,True
poster_images/Girl_6_1996_.jpg,5.0,True
poster_images/Diabolique_1996_.jpg,5.3,True
poster_images/Little_Indian_Big_City_1994_.jpg,5.6,True
poster_images/Roula_1995_.jpg,6.3,True
poster_images/Peanuts_-_Die_Bank_zahlt_alles_1996_.jpg,6.0,True
poster_images/Nelly_Monsieur_Arnaud_1995_.jpg,7.4,True
poster_images/Mission_Impossible_1996_.jpg,7.1,True
poster_images/Cold_Fever_1995_.jpg,7.1,True
poster_images/Moll_Flanders_1996_.jpg,6.5,True
poster_images/Das_Superweib_1996_.jpg,4.2,True
poster_images/301_302_1995_.jpg,6.6,True
poster_images/Und_keiner_weint_mir_nach_1996_.jpg,5.3,True
poster_images/My_Mother_s_Courage_1995_.jpg,7.0,True
poster_images/Eddie_1996_.jpg,5.1,True
poster_images/Yankee_Zulu_1993_.jpg,6.5,True
poster_images/Billy_s_Holiday_1995_.jpg,4.7,True
poster_images/Purple_Noon_1960_.jpg,7.8,True
poster_images/August_1996_.jpg,6.1,True
poster_images/James_and_the_Giant_Peach_1996_.jpg,6.7,True
poster_images/Kids_in_the_Hall_Brain_Candy_1996_.jpg,6.8,True
poster_images/Faithful_1996_.jpg,5.9,True
poster_images/Underground_1995_.jpg,8.1,True
poster_images/Lust_och_f__gring_stor_1995_.jpg,7.0,True
poster_images/Bloodsport_2_1996_.jpg,4.8,True
poster_images/Mystery_Science_Theater_3000_The_Movie_1996_.jpg,7.4,True
poster_images/Tarantella_1995_.jpg,5.1,True
poster_images/Barbarella_1968_.jpg,5.9,True
poster_images/Hostile_Intentions_1995_.jpg,4.3,True
poster_images/They_Bite_1996_.jpg,5.1,True
poster_images/Some_Folks_Call_It_a_Sling_Blade_1994_.jpg,7.6,True
poster_images/The_Run_of_the_Country_1995_.jpg,6.2,True
poster_images/Alphaville_1965_.jpg,7.2,True
poster_images/Coup_de_torchon_1981_.jpg,7.7,True
poster_images/Tigrero_A_Film_That_Was_Never_Made_1994_.jpg,6.8,True
poster_images/Windows_1980_.jpg,4.6,True
